min_support,min_confidence,min_lift,TopK,RulesAvailable,RulesSelected,AvgLift,AvgConfidence,AvgSupport,ActivationProxyMean,RuleQualityScore
0.01,0.4,9,300,931,300,34.076106519652285,0.7040332503626555,0.012040582283632058,0.0179843885836894,23.990712032734876
0.01,0.4,9,400,931,400,29.59506477831349,0.6951209317039435,0.012336302092003773,0.018621053215692802,20.572149002539835
0.01,0.4,9,500,931,500,26.55792326059469,0.6768551500530524,0.012830475556295433,0.01993540868986183,17.97586713364727
0.01,0.4,10,50,758,50,71.31557207042255,0.9038275877024384,0.01067088396870318,0.011821763498141059,64.4569814700294
0.01,0.4,10,100,758,100,58.415602045847784,0.8279985255663007,0.011210254702846676,0.01391543199600466,48.368032364029744
0.01,0.4,10,150,758,150,48.63435092919696,0.757990394724716,0.011598690416736031,0.01605608271831012,36.86437085800236
0.01,0.4,10,200,758,200,42.1287291193342,0.7336992413033563,0.011636701625880916,0.016783752288996173,30.909816591930117
0.01,0.4,10,250,758,250,37.41129521754345,0.716080095302126,0.01181399478386327,0.017388158259808006,26.789483844754482
0.01,0.4,10,300,758,300,34.076106519652285,0.7040332503626555,0.012040582283632058,0.0179843885836894,23.990712032734876
0.01,0.4,10,400,758,400,29.59506477831349,0.6951209317039435,0.012336302092003773,0.018621053215692802,20.572149002539835
0.01,0.4,10,500,758,500,26.55792326059469,0.6768551500530524,0.012830475556295433,0.01993540868986183,17.97586713364727
0.015,0.2,1,50,563,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,1,100,563,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,1,150,563,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,1,200,563,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,1,250,563,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,1,300,563,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,1,400,563,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,1,500,563,500,9.600665567361093,0.4858732136449105,0.019773819432883855,0.0451701903334998,4.664706232343772
0.015,0.2,2,50,557,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,2,100,557,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,2,150,557,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,2,200,557,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,2,250,557,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,2,300,557,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,2,400,557,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,2,500,557,500,9.600665567361093,0.4858732136449105,0.019773819432883855,0.0451701903334998,4.664706232343772
0.015,0.2,3,50,535,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,3,100,535,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,3,150,535,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,3,200,535,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,3,250,535,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,3,300,535,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,3,400,535,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,3,500,535,500,9.600665567361093,0.4858732136449105,0.019773819432883855,0.0451701903334998,4.664706232343772
0.015,0.2,4,50,517,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,4,100,517,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,4,150,517,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,4,200,517,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,4,250,517,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,4,300,517,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,4,400,517,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,4,500,517,500,9.600665567361093,0.4858732136449105,0.019773819432883855,0.0451701903334998,4.664706232343772
0.015,0.2,5,50,498,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,5,100,498,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,5,150,498,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,5,200,498,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,5,250,498,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,5,300,498,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,5,400,498,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,5,500,498,498,9.619315877406375,0.4865873234469908,0.01977723891515231,0.04510199947450866,4.68063716617831
0.015,0.2,6,50,435,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,6,100,435,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,6,150,435,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,6,200,435,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,6,250,435,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,6,300,435,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,6,400,435,400,10.576478637506252,0.5133745568446956,0.019388907385827645,0.04097511236890295,5.429695033507162
0.015,0.2,6,500,435,435,10.22374109389365,0.5035628582855959,0.019620149416995625,0.04258212162438841,5.148296287612991
0.015,0.2,7,50,351,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,7,100,351,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,7,150,351,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,7,200,351,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,7,250,351,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,7,300,351,300,11.762393184738075,0.5319120911971486,0.018890738582764553,0.03777444832880158,6.256559156377118
0.015,0.2,7,400,351,351,11.111170664812484,0.5256397207020879,0.01910275302428901,0.039078814507481054,5.840472644925266
0.015,0.2,7,500,351,351,11.111170664812484,0.5256397207020879,0.01910275302428901,0.039078814507481054,5.840472644925266
0.015,0.2,8,50,260,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,8,100,260,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,8,150,260,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,8,200,260,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,8,250,260,250,12.544355856160061,0.5522438630536524,0.018886410299095498,0.03606481327340325,6.927543537525539
0.015,0.2,8,300,260,260,12.373363447693988,0.549547394217984,0.018909562775053037,0.036351180033550604,6.799749640392283
0.015,0.2,8,400,260,260,12.373363447693988,0.549547394217984,0.018909562775053037,0.036351180033550604,6.799749640392283
0.015,0.2,8,500,260,260,12.373363447693988,0.549547394217984,0.018909562775053037,0.036351180033550604,6.799749640392283
0.015,0.2,9,50,202,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,9,100,202,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,9,150,202,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,9,200,202,200,13.526701909510093,0.5698698247722108,0.018947061761278507,0.034748349148215965,7.708459246918446
0.015,0.2,9,250,202,202,13.481979030370253,0.5677916057782777,0.01891824774286984,0.03484521084037819,7.654954522722993
0.015,0.2,9,300,202,202,13.481979030370253,0.5677916057782777,0.01891824774286984,0.03484521084037819,7.654954522722993
0.015,0.2,9,400,202,202,13.481979030370253,0.5677916057782777,0.01891824774286984,0.03484521084037819,7.654954522722993
0.015,0.2,9,500,202,202,13.481979030370253,0.5677916057782777,0.01891824774286984,0.03484521084037819,7.654954522722993
0.015,0.2,10,50,152,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.2,10,100,152,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.2,10,150,152,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.2,10,200,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.2,10,250,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.2,10,300,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.2,10,400,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.2,10,500,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.3,1,50,456,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,1,100,456,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,1,150,456,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,1,200,456,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,1,250,456,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,1,300,456,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,1,400,456,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,1,500,456,456,9.803067875435012,0.5136503912636162,0.019923028396695085,0.0414921626523442,5.035349649800981
0.015,0.3,2,50,456,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,2,100,456,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,2,150,456,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,2,200,456,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,2,250,456,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,2,300,456,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,2,400,456,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,2,500,456,456,9.803067875435012,0.5136503912636162,0.019923028396695085,0.0414921626523442,5.035349649800981
0.015,0.3,3,50,451,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,3,100,451,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,3,150,451,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,3,200,451,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,3,250,451,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,3,300,451,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,3,400,451,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,3,500,451,451,9.880576606083945,0.5157624452041772,0.01992329471246345,0.041267818734757704,5.096030350381047
0.015,0.3,4,50,444,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,4,100,444,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,4,150,444,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,4,200,444,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,4,250,444,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,4,300,444,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,4,400,444,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,4,500,444,444,9.982797225884527,0.5178722376252738,0.01991357930262542,0.0410684531710002,5.169813537128196
0.015,0.3,5,50,436,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,5,100,436,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,5,150,436,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,5,200,436,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,5,250,436,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,5,300,436,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,5,400,436,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,5,500,436,436,10.080084275921426,0.5192041296744829,0.019925021216328144,0.04100185868780002,5.233621383525224
0.015,0.3,6,50,402,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,6,100,402,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,6,150,402,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,6,200,402,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,6,250,402,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,6,300,402,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,6,400,402,400,10.492196269131911,0.5232013954571859,0.019752233505354863,0.04042880528272571,5.489531729420496
0.015,0.3,6,500,402,402,10.469979158526442,0.5233645543410641,0.01975956188206076,0.040415120998967206,5.479615976262421
0.015,0.3,7,50,334,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,7,100,334,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,7,150,334,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,7,200,334,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,7,250,334,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,7,300,334,300,11.730778912636389,0.5431797467066538,0.018985442909198527,0.036866988513401026,6.371921518437589
0.015,0.3,7,400,334,334,11.270521239029524,0.5382529532128159,0.019213113642865758,0.03796037025333385,6.066391341155406
0.015,0.3,7,500,334,334,11.270521239029524,0.5382529532128159,0.019213113642865758,0.03796037025333385,6.066391341155406
0.015,0.3,8,50,254,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,8,100,254,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,8,150,254,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,8,200,254,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,8,250,254,250,12.531860019745862,0.5574119149978957,0.018936130070473334,0.03559114366572332,6.985408092092108
0.015,0.3,8,300,254,254,12.461149984905756,0.5560774677474822,0.01895011375617335,0.03572210373986255,6.929364728827969
0.015,0.3,8,400,254,254,12.461149984905756,0.5560774677474822,0.01895011375617335,0.03572210373986255,6.929364728827969
0.015,0.3,8,500,254,254,12.461149984905756,0.5560774677474822,0.01895011375617335,0.03572210373986255,6.929364728827969
0.015,0.3,9,50,201,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,9,100,201,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,9,150,201,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,9,200,201,200,13.525275275806756,0.5703998808913561,0.018948726485766607,0.034662338382997614,7.714815406342977
0.015,0.3,9,250,201,201,13.502796721010279,0.569317623981639,0.018930926633134754,0.03470660680284278,7.687380146312638
0.015,0.3,9,300,201,201,13.502796721010279,0.569317623981639,0.018930926633134754,0.03470660680284278,7.687380146312638
0.015,0.3,9,400,201,201,13.502796721010279,0.569317623981639,0.018930926633134754,0.03470660680284278,7.687380146312638
0.015,0.3,9,500,201,201,13.502796721010279,0.569317623981639,0.018930926633134754,0.03470660680284278,7.687380146312638
0.015,0.3,10,50,152,50,19.115995094737958,0.689394042146094,0.018194328838577217,0.02713167970700849,13.178453128006305
0.015,0.3,10,100,152,100,16.58652575071387,0.6322112848498541,0.01960490538815826,0.03212640807946285,10.486188756054007
0.015,0.3,10,150,152,150,14.890759497409048,0.5890294311827946,0.019438063000573404,0.03444203984240608,8.771095596638649
0.015,0.3,10,200,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.3,10,250,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.3,10,300,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.3,10,400,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.3,10,500,152,152,14.828730653539418,0.5892241987546534,0.019407547919240417,0.03436560854441748,8.737446937880332
0.015,0.4,1,50,347,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,1,100,347,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,1,150,347,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,1,200,347,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,1,250,347,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,1,300,347,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,1,400,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,1,500,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,2,50,347,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,2,100,347,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,2,150,347,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,2,200,347,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,2,250,347,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,2,300,347,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,2,400,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,2,500,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,3,50,347,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,3,100,347,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,3,150,347,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,3,200,347,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,3,250,347,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,3,300,347,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,3,400,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,3,500,347,347,10.53669409503605,0.5633399333157344,0.020032984252921705,0.037147023637328656,5.935740548865901
0.015,0.4,4,50,346,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,4,100,346,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,4,150,346,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,4,200,346,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,4,250,346,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,4,300,346,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,4,400,346,346,10.555670855623452,0.5637358389347183,0.020029137489884153,0.03710956356954138,5.950609965313643
0.015,0.4,4,500,346,346,10.555670855623452,0.5637358389347183,0.020029137489884153,0.03710956356954138,5.950609965313643
0.015,0.4,5,50,340,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,5,100,340,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,5,150,340,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,5,200,340,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,5,250,340,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,5,300,340,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,5,400,340,340,10.65969749224069,0.5651269899462199,0.02003561204738263,0.03704028306844629,6.02408275752725
0.015,0.4,5,500,340,340,10.65969749224069,0.5651269899462199,0.02003561204738263,0.03704028306844629,6.02408275752725
0.015,0.4,6,50,318,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,6,100,318,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,6,150,318,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,6,200,318,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,6,250,318,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,6,300,318,300,11.303222510704074,0.5705892630158814,0.01955829310249154,0.0359032980041803,6.449497402087158
0.015,0.4,6,400,318,318,11.016358990828765,0.5673564460840994,0.019874262696316217,0.036719389922099964,6.2502022858232245
0.015,0.4,6,500,318,318,11.016358990828765,0.5673564460840994,0.019874262696316217,0.036719389922099964,6.2502022858232245
0.015,0.4,7,50,277,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,7,100,277,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,7,150,277,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,7,200,277,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,7,250,277,250,12.154824337161518,0.5769918909542636,0.01916364241717996,0.03439476166694412,7.013235078515728
0.015,0.4,7,300,277,277,11.67574594377515,0.5750382231667452,0.019388531270276933,0.03521923980786956,6.7140002016547955
0.015,0.4,7,400,277,277,11.67574594377515,0.5750382231667452,0.019388531270276933,0.03521923980786956,6.7140002016547955
0.015,0.4,7,500,277,277,11.67574594377515,0.5750382231667452,0.019388531270276933,0.03521923980786956,6.7140002016547955
0.015,0.4,8,50,222,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
0.015,0.4,8,100,222,100,16.50353328116365,0.6413317180717799,0.019980023306142836,0.032071472171355635,10.584239353463484
0.015,0.4,8,150,222,150,14.610612104361298,0.6074462983834716,0.019406618204687125,0.03291900190518469,8.875162239911015
0.015,0.4,8,200,222,200,13.207905084696609,0.5915589731345391,0.019007824205094056,0.03300399533877143,7.813254769161584
0.015,0.4,8,250,222,222,12.717165427860301,0.5838543553884059,0.019087840962320735,0.03368942440026176,7.424972423251098
0.015,0.4,8,300,222,222,12.717165427860301,0.5838543553884059,0.019087840962320735,0.03368942440026176,7.424972423251098
0.015,0.4,8,400,222,222,12.717165427860301,0.5838543553884059,0.019087840962320735,0.03368942440026176,7.424972423251098
0.015,0.4,8,500,222,222,12.717165427860301,0.5838543553884059,0.019087840962320735,0.03368942440026176,7.424972423251098
0.015,0.4,9,50,176,50,19.10991872532657,0.6963068885438891,0.018238721491593144,0.026764330503301702,13.306368047958747
