min_support,min_confidence,min_lift,TopK,RulesAvailable,RulesSelected,AvgLift,AvgConfidence,AvgSupport,ActivationProxyMean,RuleQualityScore
0.02,0.4,8,400,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,500,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,9,50,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,100,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,150,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,200,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,250,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,300,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,400,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,500,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,10,50,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,100,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,150,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,200,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,250,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,300,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,400,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,500,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
